taxpayer_id,birth_year,region_code,sex
158,1991,01,2
159,1961,01,2
160,1977,03,1
161,1986,01,2
162,1970,01,2
163,1973,05,1
164,1981,04,2
165,1957,04,2
166,1988,02,2
167,1968,05,1
168,1971,01,1
169,1948,05,1
170,1968,01,1
171,1968,03,2
172,1985,05,1
173,1964,01,1
174,1979,04,2
175,1982,02,1
176,2000,04,2
177,1952,03,1
178,1979,02,1
179,1962,01,1
180,1950,03,2
181,1970,02,1
182,1953,02,1
183,1964,02,1
184,1991,04,2
185,1984,01,1
186,1983,03,1
187,1988,05,2
188,1988,01,2
189,1966,01,1
190,1956,04,2
191,1981,04,1
192,1951,05,2
193,1962,04,1
194,1964,01,2
195,1960,01,1
196,1976,04,1
197,2001,01,1
198,1999,01,2
199,1998,01,1
200,1990,01,2
201,1970,01,2
202,1952,05,2
203,1986,01,1
204,1977,01,1
205,1973,01,1
206,1966,01,1
207,1983,01,1
208,1958,02,2
209,2000,03,2
210,1976,03,2
211,1978,02,2
212,1995,04,1
213,1986,03,2
214,1969,05,2
215,1968,02,1
216,1969,01,1
217,1985,04,2
218,1981,01,1
219,1973,05,1
220,2006,01,1
221,1956,01,2
222,1977,01,2
223,1990,01,2
224,1982,01,2
225,1973,02,2
226,1996,04,2
227,1977,01,1
228,1974,03,2
229,1975,04,2
230,1944,02,2
231,1954,03,2
232,1994,04,1
233,2004,02,2
234,1951,03,2
235,1961,04,1
236,1972,05,2
237,1954,02,1
238,1987,01,1
239,1961,05,1
240,1996,01,1
241,1950,05,1
242,1989,04,1
243,1986,02,2
244,1963,05,2
245,1975,03,1
246,1978,02,1
247,1973,01,1
248,1982,04,2
249,1979,02,2
250,1995,04,1
251,1960,03,2
252,1948,02,2
253,2006,01,2
254,1982,01,2
255,1954,01,2
256,1990,01,1
257,1980,02,2
258,1957,01,1
259,1977,01,2
260,1975,01,2
261,1970,04,2
262,2002,03,2
263,1989,01,1
264,1975,05,2
265,1961,02,1
266,2000,02,1
267,1959,04,1
268,1969,03,1
269,1984,05,2
270,1977,01,1
271,1989,03,1
272,1974,05,2
273,1953,04,2
274,1960,01,1
275,1960,01,1
276,2006,01,2
277,2003,05,2
278,1989,02,2
279,1996,03,1
280,1970,03,1
281,1979,03,2
282,1964,01,2
283,1963,01,2
284,1956,01,1
285,1986,01,1
286,1962,03,2
287,1959,01,1
288,1978,05,1
289,1975,03,1
290,1990,04,2
291,1964,05,2
292,1999,01,2
293,1991,02,1
294,1955,04,2
295,1963,05,2
296,2002,02,1
297,1958,03,1
298,1993,02,2
299,1949,02,1
300,1972,02,2
301,1981,03,1
302,1954,05,2
303,1978,04,1
304,1951,02,2
305,1970,05,2
306,2000,01,1
307,1977,02,2
308,1974,05,2
309,1984,02,1
310,1960,01,1
311,1975,05,2
312,1980,01,2
313,1980,01,2
314,2000,04,1
315,1980,01,1
316,1991,02,2
317,1987,01,2
318,1990,04,1
319,1978,05,1
320,1971,04,2
321,1988,05,1
322,2003,02,1
323,2003,01,1
324,1968,05,1
325,1955,02,1
326,1990,03,1
327,1997,05,2
328,1984,01,1
329,1971,01,2
330,1994,01,1
331,1981,05,1
332,1971,04,2
333,1975,05,2
334,1950,03,1
335,1948,01,1
336,1984,03,1
337,1953,04,2
338,1983,04,1
339,1995,04,2
340,1969,01,2
341,1970,01,1
342,1973,05,1
343,1959,05,2
344,1956,03,2
345,1974,01,2
346,1987,02,2
347,1974,03,1
348,1973,04,2
349,1986,04,2
350,1946,02,2
351,1963,01,1
352,2003,01,1
353,1971,04,2
354,1976,04,2
355,1988,05,1
356,1974,02,1
357,1940,03,2
358,1960,02,2
359,1985,01,1
360,1961,01,1
361,2006,04,1
362,1980,01,2
363,1988,02,1
364,1981,03,2
365,1963,04,2
366,1949,01,1
367,1956,04,2
368,1981,05,2
369,1967,01,2
370,1967,05,2
371,1969,03,2
372,1959,05,1
373,1954,03,2
374,1981,04,2
375,1978,02,1
376,1994,01,2
377,1995,03,2
378,1990,04,2
379,1977,02,2
380,1980,01,2
381,1973,02,1
382,1946,01,2
383,1983,02,1
384,1988,01,1
385,1984,02,2
386,1983,04,1
387,1979,01,1
388,1976,02,1
389,1972,05,1
390,1943,02,2
391,1978,02,2
392,1989,02,1
393,1971,01,1
394,2001,02,1
395,1968,01,2
396,1980,02,1
397,1959,01,1
398,1947,03,2
399,1955,01,1
400,1960,02,1
401,1987,02,2
402,1972,01,2
403,1991,03,2
404,1955,01,1
405,1961,05,2
406,1969,05,2
407,1989,02,1
408,1981,02,1
409,1973,01,2
410,1999,03,2
411,1947,03,2
412,1984,02,2
413,1984,02,1
414,1960,01,2
415,1965,03,1
416,1963,02,1
417,1976,05,2
418,2002,04,2
419,1953,02,1
420,1950,02,1
421,1995,01,2
422,1984,04,1
423,1956,02,1
424,1966,01,2
425,1969,01,1
426,1952,04,1
427,1972,01,1
428,1959,02,2
429,1974,01,2
430,1986,03,2
431,1976,04,1
432,1977,03,2
433,1976,03,2
434,1989,01,2
435,1984,05,2
436,1994,05,2
437,1965,02,1
438,2006,05,1
439,1991,02,2
440,1959,01,2
441,1976,01,2
442,1981,05,2
443,1971,01,1
444,1957,05,2
445,2000,05,2
446,1981,03,2
447,1989,04,1
448,1948,02,1
449,1973,01,1
450,1988,03,1
451,1976,02,1
452,1969,04,1
453,1990,04,1
454,1948,03,1
455,1961,01,1
456,2001,01,1
457,1980,03,2
458,1981,01,2
459,1992,04,2
460,1996,03,2
461,1986,01,2
462,1975,05,1
463,1969,01,1
464,1991,01,2
465,1976,01,1
466,1969,03,1
467,1967,04,2
468,1967,01,1
469,1990,05,1
470,1962,01,1
471,1956,05,1
472,1983,02,1
473,1976,03,1
474,1960,03,1
475,1976,02,2
476,1953,02,2
477,1980,01,2
478,1969,05,1
479,1972,05,1
480,1965,05,2
481,1996,03,2
482,1985,04,1
483,1972,01,2
484,1961,04,1
485,1989,04,2
486,1963,03,2
487,1960,03,2
488,1963,01,1
489,1986,03,1
490,2000,01,2
491,1968,05,1
492,1960,03,2
493,2002,01,1
494,1982,01,1
495,1987,03,2
496,1981,03,2
497,1976,05,2
498,1989,04,2
499,1975,03,1
500,1968,04,2
501,1993,05,1
502,1971,03,1
503,1995,01,1
504,1959,03,1
505,1957,01,2
506,1957,01,2
507,1956,03,2
508,1994,02,1
509,1944,03,1
510,1982,04,1
511,2004,04,1
512,1966,05,2
513,1973,04,2
514,1968,03,2
515,1974,05,2
516,1985,04,1
517,1967,02,2
518,1984,05,2
519,1950,05,2
520,1988,03,1
521,1972,04,1
522,1963,01,2
523,1974,02,1
524,1991,02,1
525,1972,05,2
526,1955,01,1
527,1992,05,1
528,1977,01,1
529,2004,02,1
530,1976,05,1
531,1985,03,2
532,2006,05,2
533,1970,01,1
534,1972,04,1
535,1991,01,1
536,1992,04,1
537,2000,01,2
538,1993,01,2
539,1974,01,1
540,1982,02,2
541,1945,01,2
542,1960,05,1
543,1993,03,1
544,1964,01,2
545,1969,02,1
546,1982,01,1
547,1951,01,1
548,1973,04,1
549,1948,02,1
550,1983,02,1
551,1989,01,1
552,1996,01,1
553,1993,03,2
554,1976,02,1
555,1968,02,1
556,1982,04,2
557,2001,01,1
558,1971,01,2
559,1976,04,2
560,1947,04,2
561,1983,04,2
562,1987,05,2
563,1981,02,1
564,1986,02,2
565,2000,03,2
566,1970,03,1
567,1989,01,1
568,1978,03,1
569,1972,01,2
570,2000,01,2
571,1962,01,1
572,1950,04,2
573,1989,02,1
574,2005,03,1
575,1996,04,2
576,2006,03,2
577,1974,02,2
578,1955,01,1
579,1995,03,1
580,1985,02,1
581,1969,05,2
582,1995,02,1
583,1971,05,2
584,1976,02,2
585,1983,01,2
586,1977,03,2
587,2002,03,2
588,1978,04,2
589,1973,01,2
590,1997,01,1
591,1957,03,1
592,1971,01,2
593,1978,02,1
594,1984,03,1
595,1978,03,2
596,1974,05,2
597,1960,03,2
598,1952,03,2
599,1968,02,1
600,1965,01,1
601,1993,01,2
602,1997,03,2
603,1971,03,1
604,1973,04,1
605,1991,01,1
606,1953,05,1
607,1982,03,1
608,1976,01,1
609,1964,01,2
610,2004,04,2
611,1954,01,2
612,1977,01,1
613,1969,02,2
614,1991,01,2
615,1960,04,1
616,1971,04,2
617,1959,02,1
618,1993,04,2
619,1976,04,1
620,1961,03,2
621,1988,03,1
622,1960,04,1
623,1973,03,1
624,1986,05,2
625,1975,04,1
626,1971,03,1
627,1942,01,1
628,1973,02,1
629,1969,03,2
630,1974,02,2
631,1981,05,1
632,1984,03,1
633,1981,02,2
634,1983,01,2
635,1953,03,2
636,1976,01,2
637,1994,01,1
638,1984,04,2
639,1981,03,1
640,1971,04,1
641,1972,05,1
642,1970,01,1
643,1950,01,2
644,1985,05,1
645,1972,01,1
646,1942,04,1
647,1975,03,2
648,1980,03,1
649,1937,05,1
650,1989,05,1
651,1950,03,2
652,1983,03,1
653,1974,04,1
654,1968,04,2
655,1972,05,1
656,1952,01,1
657,1990,03,1
658,1960,04,2
659,1966,01,2
660,1999,05,1
661,1992,02,1
662,1983,01,1
663,1992,01,1
664,2002,03,1
665,2006,05,1
666,1975,01,2
667,1964,05,2
668,1979,04,2
669,1991,05,2
670,1958,03,1
671,1962,01,1
672,1977,05,2
673,1971,01,2
674,1983,04,2
675,1984,01,2
676,1994,02,1
677,1969,03,1
678,1968,04,1
679,1957,01,1
680,1976,02,1
681,2006,04,1
682,1997,01,2
683,1974,03,2
684,1972,01,2
685,1972,04,2
686,1976,02,2
687,1977,02,1
688,1997,01,1
689,1963,05,1
690,1972,03,2
691,2001,04,2
692,1996,01,2
693,1947,03,2
694,1977,04,1
695,1950,01,1
696,1960,05,2
697,1972,03,1
698,1991,01,2
699,1944,01,1
700,1999,02,1
701,1971,05,2
702,1995,02,1
703,1996,05,1
704,1959,02,2
705,1974,03,1
706,1965,05,1
707,1983,03,1
708,1965,05,1
709,1984,01,2
710,1955,01,1
711,1959,01,1
712,1949,03,2
713,2001,04,1
714,1975,02,1
715,1964,04,1
716,1976,04,1
717,1981,03,1
718,1963,03,2
719,1987,01,1
720,1972,05,2
721,1986,02,1
722,1978,02,1
723,1963,03,2
724,1989,02,1
725,1965,01,1
726,1973,02,2
727,1973,03,1
728,1981,01,2
729,1981,05,1
730,1951,05,2
731,1973,05,2
732,1965,05,1
733,1971,05,2
734,1980,03,1
735,1956,04,1
736,1988,02,1
737,1992,05,2
738,1978,01,1
739,1969,05,1
740,1971,02,2
741,1983,03,1
742,1974,02,1
743,1956,03,1
744,2004,03,1
745,1942,01,2
746,1992,05,1
747,1970,03,2
748,1983,02,2
749,1986,04,2
750,1973,01,2
751,1993,02,2
752,1964,05,1
753,1975,02,1
754,1971,05,1
755,1965,04,2
756,1985,02,1
757,1972,03,2
758,1983,04,1
759,1986,05,2
760,1967,04,2
761,1963,05,1
762,1988,01,2
763,1986,01,2
764,1983,01,2
765,1995,01,2
766,1968,03,2
767,1973,03,1
768,1981,03,2
769,1983,04,1
770,1995,03,1
771,1955,04,1
772,1947,03,2
773,1986,01,1
774,1975,04,1
775,1957,02,2
776,1957,03,1
777,1973,01,2
778,1973,01,2
779,1951,01,1
780,1978,05,1
781,1988,02,1
782,1960,01,2
783,1969,05,2
784,1965,01,2
785,1999,04,1
786,1976,01,2
787,1978,03,1
788,1958,03,2
789,1989,02,1
790,1956,02,1
791,1996,01,2
792,2004,05,2
793,1996,03,1
794,1970,05,1
795,1978,05,1
796,1963,05,2
797,1985,01,2
798,1996,01,1
799,1990,01,2
800,1976,01,1
801,1985,01,1
802,1965,01,1
803,1963,03,1
804,1979,02,2
805,1970,03,2
806,1993,02,2
807,1979,01,1
808,1970,03,1
809,1988,03,1
810,1990,03,1
811,1973,02,1
812,2006,04,2
813,1966,01,1
814,2006,05,2
815,1966,02,1
816,1957,03,1
817,1987,04,1
818,2006,01,2
819,1980,01,1
820,1977,02,1
821,1995,01,1
822,1979,03,2
823,1968,01,1
824,1971,03,2
825,1992,04,1
826,1982,04,2
827,1977,02,1
828,1983,04,2
829,1963,05,2
830,1954,03,1
831,1992,02,2
832,1963,04,1
833,1957,01,2
834,1979,04,2
835,1966,01,2
836,1952,01,1
837,1976,01,2
838,2005,03,1
839,1986,02,1
840,1951,02,2
841,1968,01,2
842,1976,04,2
843,1980,03,1
844,1970,03,2
845,1967,04,2
846,1979,04,1
847,1971,05,2
848,1970,03,2
849,1951,03,2
850,1995,01,1
851,1961,04,2
852,1977,02,2
853,1981,05,1
854,1953,01,1
855,1988,03,2
856,1993,05,1
857,1977,05,2
858,1991,04,1
859,2006,01,1
860,1990,05,1
861,1979,04,2
862,1968,02,2
863,1963,01,1
864,1988,03,1
865,1983,03,1
866,1970,04,1
867,1980,02,1
868,1970,03,2
869,1960,01,2
870,1988,01,1
871,1979,04,1
872,2006,02,2
873,1986,02,1
874,1974,02,1
875,1989,03,2
876,1975,01,2
877,1947,04,1
878,1984,01,2
879,1954,01,2
880,1974,02,1
881,1984,01,2
882,1962,03,2
883,1980,01,1
884,1966,02,1
885,1992,03,1
886,1979,02,2
887,1974,03,2
888,1958,02,2
889,1962,05,1
890,1953,04,2
891,1978,05,2
892,1990,04,1
893,1977,01,1
894,1972,05,1
895,1951,05,2
896,1988,01,1
897,1970,04,2
898,2006,01,2
899,1999,05,2
900,1980,03,1
901,1989,05,2
902,2002,05,1
903,1971,04,1
904,1992,03,1
905,1990,01,1
906,1975,03,2
907,1965,02,2
908,1985,05,1
909,2006,03,2
910,1972,03,2
911,1977,01,1
912,1969,04,1
913,1972,03,1
914,1949,02,2
915,1978,01,1
916,1971,01,2
917,1937,05,2
918,2002,05,1
919,1963,02,2
920,1967,04,2
921,2003,04,2
922,1961,01,1
923,1982,04,1
924,1982,01,2
925,1973,03,1
926,1992,01,1
927,1980,02,2
928,1999,03,2
929,1971,02,1
930,1985,01,1
931,1989,03,1
932,1986,04,1
933,1986,02,1
934,1948,03,1
935,1969,04,2
936,1960,03,1
937,2006,01,2
938,2006,05,2
939,1955,03,1
940,1981,03,2
941,1961,01,2
942,1970,02,1
943,1975,01,1
944,1960,01,2
945,1963,03,2
946,1958,05,2
947,1951,03,1
948,1969,01,1
949,1989,03,2
950,1978,03,2
951,1988,05,2
952,1995,01,1
953,1966,04,1
954,1994,05,1
955,1984,02,1
956,1939,05,1
957,1962,04,2
958,1982,05,1
959,1990,05,2
960,1984,05,1
961,1964,02,2
962,1943,04,1
963,1982,04,2
964,1992,04,2
965,1973,04,2
966,1983,05,2
967,1950,04,1
968,1989,01,2
969,1963,02,2
970,1959,02,2
971,1957,01,1
972,1985,01,1
973,1978,05,2
974,1991,04,2
975,2003,04,1
976,1975,02,1
977,1978,02,1
978,1987,04,2
979,1954,01,2
980,1958,02,1
981,1983,02,1
982,1965,03,2
983,1982,03,2
984,1980,05,2
985,1948,04,2
986,1984,03,1
987,2003,02,1
988,2003,01,1
989,1969,03,2
990,1966,01,1
991,1985,01,1
992,1954,02,1
993,1958,02,2
994,1991,04,1
995,1979,03,1
996,1960,01,2
997,1954,02,2
998,1970,04,2
999,1948,01,2
1000,2004,01,2
1001,1979,03,1
1002,1971,02,1
1003,1976,01,1
1004,1987,01,2
1005,1960,04,2
1006,1979,02,2
1007,1986,02,2
1008,1986,01,2
1009,1980,02,2
1010,1978,05,2
1011,1999,05,1
1012,1998,03,2
1013,1990,02,1
1014,1964,03,2
1015,1987,03,2
1016,1972,05,2
1017,1974,03,2
1018,1969,01,2
1019,1955,04,1
1020,1990,03,2
1021,1973,04,1
1022,1973,01,1
1023,1973,02,1
1024,1948,01,2
1025,1982,05,1
1026,1958,04,1
1027,1977,05,2
1028,1988,02,1
1029,1967,05,2
1030,1957,03,2
1031,1946,03,1
1032,2001,03,2
1033,2006,01,2
1034,1988,02,1
1035,2006,01,2
1036,1966,05,1
1037,1971,03,1
1038,1978,03,2
1039,1971,02,1
1040,1971,02,2
1041,1977,03,2
1042,1980,01,2
1043,1982,04,1
1044,2006,02,2
1045,1988,01,1
1046,1958,01,1
1047,1982,03,1
1048,1990,04,1
1049,1988,03,2
1050,1958,03,2
1051,1957,03,1
1052,1995,04,1
1053,1961,03,2
1054,1979,01,2
1055,1975,01,2
1056,1980,01,2
1057,1996,04,1
1058,1975,05,1
1059,1972,01,2
1060,1962,01,2
1061,1971,02,1
1062,1978,02,1
1063,2006,05,1
1064,1971,04,2
1065,1976,02,2
1066,1991,01,1
1067,1986,01,1
1068,2003,04,1
1069,1977,01,2
1070,2006,02,1
1071,1961,02,1
1072,1996,05,1
1073,1976,01,1
1074,1983,04,1
1075,1990,05,2
1076,1958,03,1
1077,1997,01,2
1078,1981,05,2
1079,2001,03,2
1080,1966,01,1
1081,1967,04,1
1082,1965,04,1
1083,1964,04,1
1084,1996,01,2
1085,1963,02,1
1086,1963,03,2
1087,1994,01,2
1088,1921,05,2
1089,1954,05,2
1090,1951,01,1
1091,1964,01,2
1092,1989,01,2
1093,1950,01,2
1094,1959,02,1
1095,1953,02,1
1096,1967,01,1
1097,1962,01,2
1098,1984,03,1
1099,1974,01,2
1100,1974,01,1
1101,1970,03,1
1102,1979,02,2
1103,1961,04,2
1104,1997,04,1
1105,1976,03,2
1106,1969,02,2
1107,2004,03,2
1108,1962,01,2
1109,1971,01,1
1110,1967,02,1
1111,1957,02,1
1112,1961,05,1
1113,1978,02,1
1114,1949,01,2
1115,1963,02,1
1116,2006,02,2
1117,2006,02,1
1118,1988,03,1
1119,1975,05,1
1120,1966,03,1
1121,1978,04,1
1122,2006,02,2
1123,2005,05,1
1124,1978,04,2
1125,1988,02,1
1126,1982,05,1
1127,1973,01,1
1128,1987,04,1
1129,1978,02,2
1130,1962,01,1
1131,1979,03,2
1132,1961,05,1
1133,1957,03,2
1134,2001,05,2
1135,1981,02,1
1136,1987,05,1
1137,1981,04,1
1138,1978,01,2
1139,1954,05,1
1140,1956,01,1
1141,2003,04,1
1142,1991,03,2
1143,1982,03,1
1144,1984,01,2
1145,1985,03,2
1146,1956,05,2
1147,1967,04,2
1148,1977,02,1
1149,1976,03,1
1150,1984,05,2
1151,2006,01,2
1152,1974,05,2
1153,1956,02,1
1154,1977,02,2
1155,1978,01,2
1156,1967,03,2
1157,1969,02,2
1158,1969,01,2
1159,1967,05,1
1160,1976,04,1
1161,2006,04,1
1162,1969,03,1
1163,1985,01,1
1164,1955,04,2
1165,1978,02,2
1166,1979,01,1
1167,1969,03,2
1168,1978,01,2
1169,1981,03,2
1170,1944,03,2
1171,1970,02,1
1172,1957,02,1
1173,1992,05,2
1174,1959,03,2
1175,1985,01,2
1176,1988,02,2
1177,1978,01,1
1178,1987,02,2
1179,1980,03,1
1180,1966,01,2
1181,1980,03,1
1182,1975,03,2
1183,1985,02,2
1184,1956,04,2
1185,1988,01,1
1186,1967,04,1
1187,1973,01,2
1188,1986,01,1
1189,1970,01,2
1190,1955,02,1
1191,1979,02,1
1192,1946,01,2
1193,2005,01,2
1194,1971,03,1
1195,1996,03,2
1196,1982,01,2
1197,1972,01,2
1198,1961,03,1
1199,1955,05,1
1200,1944,04,2
1201,1987,05,2
1202,1987,01,2
1203,1999,01,1
1204,2006,05,2
1205,1975,03,2
1206,1986,04,1
1207,1967,03,1
1208,1976,04,2
1209,1984,04,2
1210,1977,03,1
1211,1960,01,1
1212,1986,03,1
1213,1966,05,1
1214,1965,02,1
1215,1949,04,2
1216,1977,02,2
1217,1973,03,2
1218,1999,04,2
1219,1989,01,1
1220,1940,02,2
1221,1960,05,2
1222,1974,01,1
1223,1974,05,1
1224,1970,04,2
1225,1948,01,2
1226,1958,04,1
1227,1980,01,1
1228,1978,02,2
1229,1974,04,2
1230,1973,04,2
1231,1988,02,1
1232,2006,04,1
1233,1972,05,1
1234,1963,04,2
1235,1982,04,2
1236,1958,01,1
1237,1975,05,1
1238,1979,01,2
1239,1956,02,1
1240,1995,02,2
1241,1958,05,2
1242,1984,03,2
1243,1971,04,1
1244,1972,04,2
1245,2000,04,1
1246,1972,03,1
1247,1978,04,1
1248,1967,03,2
1249,1998,05,2
1250,1957,01,1
1251,1993,04,1
1252,1980,05,2
1253,1989,01,2
1254,1978,02,2
1255,1991,01,2
1256,1976,01,1
1257,1971,02,2
1258,1989,05,1
1259,1973,02,1
1260,1968,01,1
1261,1982,01,1
1262,1952,04,2
1263,1968,03,1
1264,1996,04,2
1265,1974,05,2
1266,1966,04,1
1267,1979,02,2
1268,1975,03,2
1269,1951,05,1
1270,1967,01,1
1271,1987,05,1
1272,1968,04,1
1273,1983,05,2
1274,1969,03,1
1275,1976,03,2
1276,1947,01,2
1277,1975,01,2
1278,1990,01,1
1279,1999,04,2
1280,1976,03,2
1281,1973,02,2
1282,1982,02,1
1283,1968,03,1
1284,1970,02,1
1285,1981,01,1
1286,2006,05,2
1287,1989,03,2
1288,1955,01,2
1289,1940,02,2
1290,1960,01,2
1291,1961,03,1
1292,1963,04,1
1293,1995,02,2
1294,1974,05,2
1295,1980,05,2
1296,1981,02,2
1297,1995,04,2
1298,1983,03,1
1299,1968,03,2
1300,1949,05,2
1301,1988,02,1
1302,1990,02,1
1303,1974,01,2
1304,1977,02,2
1305,1990,02,2
1306,2003,03,2
1307,1987,01,1
1308,1971,05,2
1309,1982,03,2
1310,1976,03,1
1311,1977,05,2
1312,1998,02,1
1313,1982,05,2
1314,1988,01,2
1315,1978,01,2
1316,1971,01,1
1317,1996,05,2
1318,1960,03,2
1319,1968,01,1
1320,1969,03,1
1321,1994,01,2
1322,1984,05,2
1323,1948,01,1
1324,1976,03,2
1325,1990,02,2
1326,1979,01,1
1327,1984,01,1
1328,1961,04,2
1329,1962,01,1
1330,1994,04,2
1331,1984,01,2
1332,2006,02,1
1333,1989,02,1
1334,1961,05,1
1335,1974,01,1
1336,1966,05,1
1337,1966,04,1
1338,1972,01,2
1339,1974,05,1
1340,1970,04,1
1341,1987,01,2
1342,1975,01,2
1343,2003,01,1
1344,1969,01,2
1345,1984,02,2
1346,1954,04,1
1347,1959,02,2
1348,1974,03,2
1349,1965,03,2
1350,1958,04,1
1351,1996,03,1
1352,1979,04,1
1353,1980,02,2
1354,1981,02,2
1355,1951,04,2
1356,1974,05,2
1357,1953,02,1
1358,1968,02,2
1359,1995,03,1
1360,1971,02,1
1361,2002,03,2
1362,1959,03,2
1363,1979,01,1
1364,1974,01,1
1365,1960,05,1
1366,1982,01,2
1367,1973,01,2
1368,1981,03,2
1369,1988,05,1
1370,2006,01,2
1371,1973,01,1
1372,1974,01,2
1373,1984,02,1
1374,1998,01,2
1375,1984,01,1
1376,1986,03,2
1377,2006,04,2
1378,1971,01,2
1379,1993,01,2
1380,1978,04,1
1381,1972,01,2
1382,1989,05,1
1383,1991,03,1
1384,1954,05,1
1385,1968,04,1
1386,1971,03,2
1387,1971,01,2
1388,1958,05,1
1389,1966,04,1
1390,1974,04,2
1391,1957,02,2
1392,1975,01,1
1393,1961,01,2
1394,1981,03,2
1395,1974,02,2
1396,1981,05,1
1397,1957,04,2
1398,1971,04,2
1399,1949,03,1
1400,1985,04,1
1401,1970,02,2
1402,1968,01,1
1403,1987,01,1
1404,1983,03,2
1405,1967,02,1
1406,1990,04,2
1407,1984,02,1
1408,1989,05,2
1409,1975,02,2
1410,1994,04,1
1411,1986,02,2
1412,1972,03,2
1413,1967,01,2
1414,1951,05,2
1415,1989,03,2
1416,1950,01,1
1417,1957,03,1
1418,1994,05,1
1419,1962,05,1
1420,1965,02,1
1421,1974,02,2
1422,1983,03,2
1423,1971,04,2
1424,1986,03,1
1425,1962,02,2
1426,1972,04,2
1427,1982,05,1
1428,1988,05,2
1429,1991,02,1
1430,1985,01,2
1431,1945,05,1
1432,1970,05,1
1433,1964,02,2
1434,1978,03,2
1435,1966,04,2
1436,1976,05,1
1437,1975,01,1
1438,1979,02,1
1439,1975,02,2
1440,1974,01,1
1441,1970,01,2
1442,1983,05,2
1443,1972,02,2
1444,1988,04,2
1445,1974,02,1
1446,1997,01,2
1447,1948,01,2
1448,1947,04,1
1449,1965,01,1
1450,1993,04,2
1451,1966,01,2
1452,1940,01,2
1453,1977,01,2
1454,1970,04,2
1455,1991,03,2
1456,1983,03,1
1457,1972,03,1
1458,1982,01,1
1459,1985,04,1
1460,1966,01,1
1461,1970,01,2
1462,1978,01,1
1463,1957,02,1
1464,1974,03,1
1465,1949,03,2
1466,1977,03,2
1467,1966,03,2
1468,1996,03,2
1469,1978,04,2
1470,1947,05,1
1471,1981,01,2
1472,1941,02,1
1473,1971,04,1
1474,1966,01,1
1475,1963,02,1
1476,1984,05,2
1477,1979,04,2
1478,1988,03,2
1479,1974,03,2
1480,1965,04,1
1481,2002,04,1
1482,1985,02,2
1483,1966,05,1
1484,1996,01,1
1485,1990,01,1
1486,1953,03,1
1487,1987,01,2
1488,1977,01,1
1489,1981,02,2
1490,1949,04,2
1491,1968,05,1
1492,1963,02,1
1493,1946,02,1
1494,1960,04,1
1495,1985,01,1
