taxpayer_id,tax_year,gross_income,taxable_income,deductions_claimed,tax_due,filing_status
116,2018,8448.12,6955.23,1492.89,1391.05,2
117,2018,15089.63,11499.65,3589.98,2299.93,1
118,2018,30831.88,26199.53,4632.35,5239.91,2
119,2018,42303.35,41221.71,1081.64,8244.34,1
120,2018,8579.06,7408.06,1171.0,1481.61,4
121,2018,19822.0,18264.13,1557.87,3652.83,2
122,2018,16909.97,13426.45,3483.52,2685.29,3
123,2018,21848.72,18334.08,3514.64,3666.82,1
124,2018,25051.97,22779.23,2272.74,4555.85,1
125,2018,27640.06,26087.83,1552.23,5217.57,4
126,2018,102845.22,94191.29,8653.93,18838.26,1
127,2018,92890.01,91276.05,1613.96,18255.21,1
128,2018,51073.85,49682.38,1391.47,9936.48,1
129,2018,5387.57,4372.09,1015.48,874.42,4
130,2018,23775.85,21075.88,2699.97,4215.18,1
131,2018,19403.44,14955.84,4447.6,2991.17,3
132,2018,10849.41,9099.56,1749.85,1819.91,1
133,2018,7664.43,6467.98,1196.45,1293.6,2
134,2018,17231.27,16415.56,815.71,3283.11,1
135,2018,45031.41,44309.83,721.58,8861.97,3
136,2018,61152.79,55960.97,5191.82,11192.19,1
137,2018,27035.98,22440.64,4595.34,4488.13,2
138,2018,14576.47,14205.88,370.59,2841.18,2
139,2018,44017.06,41934.4,2082.66,8386.88,1
140,2018,31699.88,30430.81,1269.07,6086.16,1
141,2018,13805.19,13257.46,547.73,2651.49,1
142,2018,12291.89,11662.51,629.38,2332.5,1
143,2018,57555.71,52345.03,5210.68,10469.01,4
144,2018,14466.36,11700.9,2765.46,2340.18,1
145,2018,51151.07,48834.55,2316.52,9766.91,1
146,2018,48150.4,46046.62,2103.78,9209.32,3
147,2018,179972.2,173374.33,6597.87,34674.87,1
148,2018,43547.35,40820.11,2727.24,8164.02,1
149,2018,19667.0,18303.5,1363.5,3660.7,1
150,2018,36091.88,34277.03,1814.85,6855.41,2
151,2018,23868.31,22137.26,1731.05,4427.45,1
152,2018,42272.14,39342.89,2929.25,7868.58,2
153,2018,17819.06,16486.81,1332.25,3297.36,2
154,2018,,6537.87,1458.54,1307.57,1
155,2018,59599.79,56721.14,2878.65,11344.23,3
156,2018,72132.34,71423.56,708.78,14284.71,2
157,2018,10797.89,10407.43,390.46,2081.49,1
158,2018,24260.15,21871.65,2388.5,4374.33,3
159,2018,39898.29,28325.35,11572.94,5665.07,3
160,2018,21590.38,21271.25,319.13,4254.25,1
161,2018,22164.8,21766.09,398.71,4353.22,2
162,2018,17839.56,16746.96,1092.6,3349.39,1
163,2018,12394.89,9950.53,2444.36,1990.11,1
164,2018,15187.3,10798.03,4389.27,2159.61,1
165,2018,45013.22,44597.75,415.47,8919.55,4
166,2018,7690.79,7122.95,567.84,1424.59,1
167,2018,51622.0,47155.21,4466.79,9431.04,2
168,2018,311366.16,310108.4,1257.76,62021.68,1
169,2018,13592.99,9719.37,3873.62,1943.87,2
170,2018,20245.94,18773.91,1472.03,3754.78,1
171,2018,22902.04,20631.38,2270.66,4126.28,2
172,2018,3053.95,2783.07,270.88,556.61,3
173,2018,101621.49,98595.71,3025.78,19719.14,4
174,2018,47827.54,42246.72,5580.82,8449.34,2
175,2018,34772.21,33434.57,1337.64,6686.91,4
176,2018,8797.17,8193.29,603.88,1638.66,1
177,2018,14292.79,13314.75,978.04,2662.95,2
178,2018,53436.36,51359.25,2077.11,10271.85,2
179,2018,11287.31,9112.79,2174.52,1822.56,2
180,2018,57731.94,53277.85,4454.09,10655.57,2
181,2018,67012.58,66760.73,251.85,13352.15,1
182,2018,20764.73,19247.16,1517.57,3849.43,1
183,2018,33178.5,27439.23,5739.27,5487.85,1
184,2018,9888.24,8885.88,1002.36,1777.18,3
185,2018,99781.07,94126.33,5654.74,18825.27,2
186,2018,72401.47,70277.37,2124.1,14055.47,1
187,2018,7310.66,7197.87,112.79,1439.57,1
188,2018,11988.87,10068.31,1920.56,2013.66,2
189,2018,119410.17,113131.67,6278.5,22626.33,1
190,2018,36447.22,34385.3,2061.92,6877.06,3
191,2018,11546.86,11523.6,23.26,2304.72,2
192,2018,20978.9,18305.73,2673.17,3661.15,1
193,2018,7990.73,6555.9,1434.83,1311.18,1
194,2018,6012.88,5130.38,882.5,1026.08,1
195,2018,48640.34,46182.44,2457.9,9236.49,4
196,2018,59480.63,54803.99,4676.64,10960.8,1
197,2018,23292.52,20763.68,2528.84,4152.74,1
198,2018,,72582.84,1572.93,14516.57,2
199,2018,31726.33,30219.87,1506.46,6043.97,1
200,2018,91160.05,87987.75,3172.3,17597.55,1
201,2018,23891.32,22958.71,932.61,4591.74,3
202,2018,15213.44,14385.64,827.8,2877.13,2
203,2018,194404.58,194185.07,219.51,38837.01,3
204,2018,27191.1,20163.72,7027.38,4032.74,1
205,2018,17555.7,17094.64,461.06,3418.93,3
206,2018,16740.01,15839.3,900.71,3167.86,1
207,2018,18095.98,17995.92,100.06,3599.18,2
208,2018,13627.38,13364.37,263.01,2672.87,2
209,2018,38729.23,37942.05,787.18,7588.41,1
210,2018,20159.93,16903.79,3256.14,3380.76,2
211,2018,18666.51,17882.54,783.97,3576.51,3
212,2018,44093.45,42301.08,1792.37,8460.22,2
213,2018,55845.19,52865.38,2979.81,10573.08,1
214,2018,48759.42,45861.6,2897.82,9172.32,1
215,2018,18382.27,17580.17,802.1,3516.03,2
216,2018,80552.77,76063.42,4489.35,15212.68,1
217,2018,1095.2,899.33,195.87,179.87,1
218,2018,43220.66,33108.53,10112.13,6621.71,3
219,2018,59339.39,58434.89,904.5,11686.98,2
220,2018,16948.91,16777.98,170.93,3355.6,1
221,2018,17110.56,15427.96,1682.6,3085.59,2
222,2018,29515.97,29221.71,294.26,5844.34,4
223,2018,405625.03,400941.79,4683.24,80188.36,2
224,2018,6264.77,5006.1,1258.67,1001.22,4
225,2018,40946.37,39801.78,1144.59,7960.36,1
226,2018,89176.68,86279.53,2897.15,17255.91,1
227,2018,7685.52,6423.87,1261.65,1284.77,1
228,2018,37818.96,35455.57,2363.39,7091.11,1
229,2018,30974.3,29394.47,1579.83,5878.89,3
230,2018,21157.72,17479.95,3677.77,3495.99,1
231,2018,21964.78,21472.38,492.4,4294.48,1
232,2018,53027.21,52459.2,568.01,10491.84,3
233,2018,20712.73,18837.43,1875.3,3767.49,1
234,2018,95372.36,91320.13,4052.23,18264.03,2
235,2018,44039.88,43203.96,835.92,8640.79,1
236,2018,60341.07,54527.75,5813.32,10905.55,4
237,2018,,14303.17,838.31,2860.63,2
238,2018,61241.67,59607.41,1634.26,11921.48,2
239,2018,23674.25,20163.4,3510.85,4032.68,3
240,2018,29183.39,23582.31,5601.08,4716.46,1
241,2018,8412.94,8162.88,250.06,1632.58,2
242,2018,11542.69,8271.01,3271.68,1654.2,2
243,2018,120687.89,114251.67,6436.22,22850.33,1
244,2018,8925.13,8348.53,576.6,1669.71,1
245,2018,52786.45,47416.3,5370.15,9483.26,1
246,2018,29287.47,26043.43,3244.04,5208.69,1
247,2018,11379.74,8867.22,2512.52,1773.44,1
248,2018,25662.62,25569.51,93.11,5113.9,1
249,2018,13864.12,12233.37,1630.75,2446.67,2
250,2018,24440.51,20956.36,3484.15,4191.27,1
251,2018,8752.23,7232.52,1519.71,1446.5,1
252,2018,7819.97,7568.65,251.32,1513.73,2
253,2018,105619.2,97741.07,7878.13,19548.21,2
254,2018,7673.44,6435.56,1237.88,1287.11,1
255,2018,57461.29,56945.64,515.65,11389.13,4
256,2018,8246.12,6865.33,1380.79,1373.07,1
257,2018,19119.8,18473.38,646.42,3694.68,2
258,2018,8471.54,7900.63,570.91,1580.13,4
259,2018,111113.63,110085.71,1027.92,22017.14,1
260,2018,41890.74,34555.59,7335.15,6911.12,1
261,2018,52752.12,51622.51,1129.61,10324.5,1
262,2018,131340.93,130885.17,455.76,26177.03,4
263,2018,12935.63,11230.26,1705.37,2246.05,3
264,2018,20079.31,15905.45,4173.86,3181.09,2
265,2018,,20932.55,2849.06,4186.51,1
266,2018,22808.22,17886.02,4922.2,3577.2,2
267,2018,31046.25,26688.67,4357.58,5337.73,2
268,2018,5796.44,5634.39,162.05,1126.88,2
269,2018,7870.39,7109.19,761.2,1421.84,3
270,2018,4988.09,4425.9,562.19,885.18,1
271,2018,37348.74,34390.53,2958.21,6878.11,1
272,2018,38518.28,37961.36,556.92,7592.27,2
273,2018,63861.6,62756.74,1104.86,12551.35,3
274,2018,35298.11,32748.57,2549.54,6549.71,1
275,2018,32178.93,30785.73,1393.2,6157.15,2
276,2018,7098.86,6250.17,848.69,1250.03,2
277,2018,29165.21,28624.4,540.81,5724.88,2
278,2018,97190.32,91912.9,5277.42,18382.58,4
279,2018,54390.72,52085.01,2305.71,10417.0,3
280,2018,24604.88,23554.31,1050.57,4710.86,1
281,2018,31308.18,24330.56,6977.62,4866.11,1
282,2018,16071.36,13923.82,2147.54,2784.76,2
283,2018,5516.23,4832.69,683.54,966.54,4
284,2018,3070.41,2262.72,807.69,452.54,1
285,2018,51353.56,50389.67,963.89,10077.93,1
286,2018,59537.1,56478.55,3058.55,11295.71,2
287,2018,49076.21,47668.47,1407.74,9533.69,1
288,2018,63937.49,60227.76,3709.73,12045.55,4
289,2018,76995.32,70447.54,6547.78,14089.51,2
290,2018,7842.67,7712.84,129.83,1542.57,2
291,2018,8010.78,6225.47,1785.31,1245.09,1
292,2018,7404.01,6578.73,825.28,1315.75,2
293,2018,12571.09,10641.69,1929.4,2128.34,3
294,2018,93100.62,92721.4,379.22,18544.28,2
295,2018,108814.35,107622.57,1191.78,21524.51,3
296,2018,24769.55,20682.39,4087.16,4136.48,2
297,2018,4302.33,4264.27,38.06,852.85,1
298,2018,73532.6,68988.92,4543.68,13797.78,2
299,2018,9900.05,8829.09,1070.96,1765.82,2
300,2018,31137.95,30208.44,929.51,6041.69,3
301,2018,43673.14,38905.4,4767.74,7781.08,2
302,2018,16510.61,13703.82,2806.79,2740.76,2
303,2018,6167.72,4712.57,1455.15,942.51,2
304,2018,10567.21,7578.51,2988.7,1515.7,2
305,2018,62540.8,59732.98,2807.82,11946.6,4
306,2018,28646.85,22423.05,6223.8,4484.61,4
307,2018,28974.12,27312.0,1662.12,5462.4,1
308,2018,11573.06,10432.6,1140.46,2086.52,2
309,2018,31779.57,28609.77,3169.8,5721.95,1
310,2018,58278.53,56594.31,1684.22,11318.86,2
311,2018,26844.51,22055.14,4789.37,4411.03,1
312,2018,13839.84,12376.75,1463.09,2475.35,2
313,2018,8981.38,7717.61,1263.77,1543.52,1
314,2018,31152.63,30714.47,438.16,6142.89,1
315,2018,54423.76,50526.7,3897.06,10105.34,1
316,2018,12526.83,11642.07,884.76,2328.41,4
317,2018,18858.66,15093.36,3765.3,3018.67,1
318,2018,45275.55,40070.95,5204.6,8014.19,1
319,2018,95207.28,90590.96,4616.32,18118.19,1
320,2018,21643.71,20480.94,1162.77,4096.19,2
321,2018,20755.36,18916.13,1839.23,3783.23,4
322,2018,96052.73,95100.39,952.34,19020.08,1
323,2018,7087.08,5027.39,2059.69,1005.48,2
324,2018,11588.31,9916.02,1672.29,1983.2,1
325,2018,76584.52,70533.6,6050.92,14106.72,1
326,2018,59301.42,56027.15,3274.27,11205.43,2
327,2018,37668.13,32228.8,5439.33,6445.76,1
328,2018,43934.47,41001.17,2933.3,8200.23,1
329,2018,25148.16,21647.3,3500.86,4329.46,2
330,2018,28126.87,27962.85,164.02,5592.57,2
331,2018,184682.85,183499.26,1183.59,36699.85,4
332,2018,19321.08,18964.25,356.83,3792.85,1
333,2018,61439.87,59732.22,1707.65,11946.44,4
334,2018,27051.64,25908.26,1143.38,5181.65,1
335,2018,3797.05,3580.59,216.46,716.12,4
336,2018,6448.42,5688.63,759.79,1137.73,1
337,2018,7280.41,6077.37,1203.04,1215.47,2
338,2018,28460.77,23067.07,5393.7,4613.41,2
339,2018,30774.68,26653.85,4120.83,5330.77,2
340,2018,99956.58,92836.72,7119.86,18567.34,2
341,2018,31897.61,28570.94,3326.67,5714.19,3
342,2018,49565.42,48559.89,1005.53,9711.98,1
343,2018,149379.81,144513.48,4866.33,28902.7,1
344,2018,27927.67,24691.64,3236.03,4938.33,1
345,2018,30623.34,27597.41,3025.93,5519.48,2
346,2018,11313.48,9541.55,1771.93,1908.31,1
347,2018,61570.23,58753.45,2816.78,11750.69,1
348,2018,31094.66,28973.63,2121.03,5794.73,2
349,2018,36852.66,34205.83,2646.83,6841.17,2
350,2018,18000.19,16760.69,1239.5,3352.14,1
351,2018,11357.6,11031.21,326.39,2206.24,2
352,2018,95420.04,93943.58,1476.46,18788.72,1
353,2018,40881.91,36963.25,3918.66,7392.65,3
354,2018,120107.32,117345.24,2762.08,23469.05,1
355,2018,46726.39,41706.5,5019.89,8341.3,1
356,2018,26475.99,23007.99,3468.0,4601.6,2
357,2018,33523.0,32310.57,1212.43,6462.11,1
358,2018,32057.53,30881.68,1175.85,6176.34,1
359,2018,24263.43,23789.14,474.29,4757.83,1
360,2018,67698.96,66663.74,1035.22,13332.75,1
361,2018,23129.82,22474.58,655.24,4494.92,1
362,2018,46401.86,44995.76,1406.1,8999.15,1
363,2018,17043.95,11938.55,5105.4,2387.71,2
364,2018,18372.32,14570.2,3802.12,2914.04,2
365,2018,25621.18,22669.01,2952.17,4533.8,2
366,2018,3490.36,2990.02,500.34,598.0,1
367,2018,14349.69,13855.3,494.39,2771.06,1
368,2018,45734.24,43079.57,2654.67,8615.91,3
369,2018,2821.42,2538.11,283.31,507.62,2
370,2018,300554.89,299930.38,624.51,59986.08,1
371,2018,13346.95,12747.95,599.0,2549.59,1
372,2018,11271.69,8208.7,3062.99,1641.74,1
373,2018,62109.67,59495.15,2614.52,11899.03,1
374,2018,114128.4,112557.58,1570.82,22511.52,1
375,2018,20326.75,14246.03,6080.72,2849.21,1
376,2018,27916.82,22113.97,5802.85,4422.79,1
377,2018,18960.32,17342.51,1617.81,3468.5,1
378,2018,21086.8,19206.8,1880.0,3841.36,1
379,2018,50686.9,46634.07,4052.83,9326.81,2
380,2018,,16443.8,1280.62,3288.76,3
381,2018,23011.11,17204.09,5807.02,3440.82,4
382,2018,73981.67,70477.62,3504.05,14095.52,1
383,2018,13628.93,12018.8,1610.13,2403.76,2
384,2018,70856.98,67081.77,3775.21,13416.35,1
385,2018,26114.72,25682.57,432.15,5136.51,1
386,2018,32445.52,26915.4,5530.12,5383.08,2
387,2018,3445.33,3325.19,120.14,665.04,1
388,2018,8436.93,7249.6,1187.33,1449.92,1
389,2018,53182.42,45542.59,7639.83,9108.52,2
390,2018,12149.06,10337.16,1811.9,2067.43,1
391,2018,24354.03,24351.08,2.95,4870.22,2
392,2018,11395.05,8475.56,2919.49,1695.11,3
393,2018,7753.93,7317.22,436.71,1463.44,3
394,2018,8379.09,7626.63,752.46,1525.33,2
395,2018,13254.73,11736.26,1518.47,2347.25,4
396,2018,10476.42,8975.47,1500.95,1795.09,2
397,2018,9507.21,8811.04,696.17,1762.21,1
398,2018,4170.59,3236.15,934.44,647.23,2
399,2018,71030.39,51936.83,19093.56,10387.37,4
400,2018,10567.96,8732.52,1835.44,1746.5,2
401,2018,153641.79,143082.05,10559.74,28616.41,1
402,2018,13147.0,9586.91,3560.09,1917.38,2
403,2018,4817.68,3575.34,1242.34,715.07,1
404,2018,32476.37,26054.64,6421.73,5210.93,1
405,2018,127634.19,125726.61,1907.58,25145.32,2
406,2018,75126.94,70581.57,4545.37,14116.31,1
407,2018,1490.57,1109.34,381.23,221.87,2
408,2018,8610.11,6657.47,1952.64,1331.49,1
409,2018,13375.73,13094.08,281.65,2618.82,2
410,2018,23902.4,20324.94,3577.46,4064.99,1
411,2018,47391.09,46778.65,612.44,9355.73,1
412,2018,78012.43,76541.36,1471.07,15308.27,2
413,2018,21020.74,19882.2,1138.54,3976.44,1
414,2018,13202.02,12012.67,1189.35,2402.53,1
415,2018,27338.79,26978.57,360.22,5395.71,2
416,2018,8725.69,8418.21,307.48,1683.64,1
417,2018,41001.71,40313.89,687.82,8062.78,1
418,2018,36159.46,31003.77,5155.69,6200.75,1
419,2018,34559.68,33493.17,1066.51,6698.63,1
420,2018,30437.72,27143.49,3294.23,5428.7,2
421,2018,84166.72,81889.72,2277.0,16377.94,4
422,2018,18333.65,14937.24,3396.41,2987.45,1
423,2018,75979.71,75470.87,508.84,15094.17,2
424,2018,21722.43,20088.63,1633.8,4017.73,3
425,2018,39285.61,38010.79,1274.82,7602.16,3
426,2018,13539.77,12162.71,1377.06,2432.54,3
427,2018,43542.19,34459.97,9082.22,6891.99,1
428,2018,16720.29,15434.17,1286.12,3086.83,1
429,2018,31751.54,31409.49,342.05,6281.9,1
430,2018,36861.18,34022.37,2838.81,6804.47,2
431,2018,40153.67,34642.12,5511.55,6928.42,4
432,2018,88774.52,81683.22,7091.3,16336.64,2
433,2018,5933.7,4561.75,1371.95,912.35,1
434,2018,33143.94,29351.96,3791.98,5870.39,2
435,2018,14793.73,14309.09,484.64,2861.82,3
436,2018,24749.8,21626.45,3123.35,4325.29,1
437,2018,20319.68,17988.8,2330.88,3597.76,1
438,2018,27110.22,26113.7,996.52,5222.74,1
439,2018,46231.25,42281.99,3949.26,8456.4,2
440,2018,4715.22,3747.13,968.09,749.43,2
441,2018,40806.2,38301.39,2504.81,7660.28,2
442,2018,5403.52,5392.59,10.93,1078.52,1
443,2018,44762.69,44169.05,593.64,8833.81,1
444,2018,165998.14,163197.55,2800.59,32639.51,1
445,2018,73883.6,61094.73,12788.87,12218.95,2
446,2018,10764.33,7725.22,3039.11,1545.04,2
447,2018,108312.22,106418.12,1894.1,21283.62,1
448,2018,12493.95,11750.36,743.59,2350.07,2
449,2018,39698.31,37378.17,2320.14,7475.63,2
450,2018,69975.82,68272.53,1703.29,13654.51,2
451,2018,28424.14,26246.57,2177.57,5249.31,3
452,2018,10763.21,10028.05,735.16,2005.61,1
453,2018,12262.11,9514.46,2747.65,1902.89,2
454,2018,9886.39,7346.03,2540.36,1469.21,1
455,2018,11985.9,11837.96,147.94,2367.59,1
456,2018,10991.08,8604.21,2386.87,1720.84,2
457,2018,51433.83,45976.92,5456.91,9195.38,2
458,2018,27313.4,21731.53,5581.87,4346.31,4
459,2018,74109.3,70358.58,3750.72,14071.72,2
460,2018,51940.72,46044.3,5896.42,9208.86,1
461,2018,12544.03,12445.33,98.7,2489.07,1
462,2018,13367.43,11711.21,1656.22,2342.24,3
463,2018,27204.27,21539.98,5664.29,4308.0,1
464,2018,3745.37,3145.79,599.58,629.16,3
465,2018,35814.0,34396.64,1417.36,6879.33,1
466,2018,89563.4,86446.33,3117.07,17289.27,1
467,2018,9942.44,9059.43,883.01,1811.89,1
468,2018,82432.7,79133.7,3299.0,15826.74,1
469,2018,19598.72,18237.0,1361.72,3647.4,2
470,2018,15260.4,14853.78,406.62,2970.76,1
471,2018,44857.63,42678.92,2178.71,8535.78,2
472,2018,46432.74,45498.71,934.03,9099.74,2
473,2018,118676.34,115795.81,2880.53,23159.16,2
474,2018,78700.56,74942.84,3757.72,14988.57,1
475,2018,26490.78,24627.91,1862.87,4925.58,2
476,2018,15841.67,14602.55,1239.12,2920.51,2
477,2018,27512.91,27374.53,138.38,5474.91,1
478,2018,34146.79,27713.78,6433.01,5542.76,3
479,2018,9858.2,7567.24,2290.96,1513.45,2
480,2018,23789.77,22177.76,1612.01,4435.55,2
481,2018,32560.89,32405.79,155.1,6481.16,1
482,2018,204839.17,201060.38,3778.79,40212.08,1
483,2018,14507.91,14052.19,455.72,2810.44,1
484,2018,51977.99,51567.29,410.7,10313.46,4
485,2018,9348.63,8886.16,462.47,1777.23,2
486,2018,27791.95,27053.82,738.13,5410.76,1
487,2018,74079.44,71737.98,2341.46,14347.6,1
488,2018,6794.17,5478.68,1315.49,1095.74,1
489,2018,41496.74,39972.31,1524.43,7994.46,3
490,2018,24269.41,23592.68,676.73,4718.54,1
491,2018,34729.12,34199.19,529.93,6839.84,2
492,2018,12870.64,9396.64,3474.0,1879.33,1
493,2018,7807.14,7363.5,443.64,1472.7,1
494,2018,29024.38,24165.85,4858.53,4833.17,2
495,2018,27314.88,23750.57,3564.31,4750.11,1
496,2018,5045.95,4808.3,237.65,961.66,1
497,2018,14063.97,13408.92,655.05,2681.78,2
498,2018,24455.57,21531.6,2923.97,4306.32,2
499,2018,,79339.36,327.21,15867.87,1
500,2018,20892.34,19920.09,972.25,3984.02,4
501,2018,21030.66,19629.27,1401.39,3925.85,4
502,2018,8972.7,8298.43,674.27,1659.69,3
503,2018,106941.99,106296.15,645.84,21259.23,1
504,2018,9188.45,7781.02,1407.43,1556.2,4
505,2018,35260.06,32443.95,2816.11,6488.79,2
506,2018,93018.19,92353.02,665.17,18470.6,4
507,2018,59581.02,57496.95,2084.07,11499.39,3
508,2018,8226.65,7425.77,800.88,1485.15,2
509,2018,68521.26,66231.21,2290.05,13246.24,1
510,2018,97905.96,96191.43,1714.53,19238.29,1
511,2018,21484.0,21439.11,44.89,4287.82,1
512,2018,20186.35,17983.78,2202.57,3596.76,1
513,2018,49691.89,48403.46,1288.43,9680.69,2
514,2018,81258.74,77492.29,3766.45,15498.46,3
515,2018,8386.39,7583.01,803.38,1516.6,2
516,2018,19652.01,19418.33,233.68,3883.67,2
517,2018,66019.45,64111.75,1907.7,12822.35,1
518,2018,22992.03,22606.21,385.82,4521.24,2
519,2018,158109.15,156378.05,1731.1,31275.61,1
520,2018,15239.92,15067.53,172.39,3013.51,2
521,2018,20071.8,19907.61,164.19,3981.52,2
522,2018,12946.59,12593.43,353.16,2518.69,2
